"isbn","titulo","inicial_titulo","autor","editorial","anio de publicacion","numero de paginas","idioma","generos palabras clave","Dewey","Cutte Sanborn","rotulo unica","comentarios"
"9780521422352","Teaching Children English: A Training Course for Teachers of English to Children (Cambridge Teacher Training and Development)","t","Vale, David; Feunteun, Anne","","","","","","428.0","V149","428.0 V149t","x"
"9780521774345","Teaching Languages to Young Learners (Cambridge Language Teaching Library)","t","Cameron, Lynne","","","","","","372.6","C182","372.6 C182t","x"
"9781506302966","The Differentiated Flipped Classroom: A Practical Guide to Digital Learning (Corwin Teaching Essentials)","t","Carbaugh, Eric M.; Doubet, Kristina J.","","","","","","371.3","C263","371.3 C263t","revisar"
"9780194361538","The Oxford Picture Dictionary for the Content Areas (English/Spanish Edition)","t","Kauffman, Dorothy; Apple, Gary","","","","","","428.0","K21","428.0 K21t","x"
"9781405853118","The Practice of English Language Teaching","t","Harmer, Jeremy","","","","","","428.2","H287","428.2 H287t","x"
"9780133928945","Top Notch 2","t","Saslow, Joan M.; Ascher, Allen","","","","","","428.2","Sa252","428.2 Sa252t","x"
"9780131114555","Top Notch 3: Copy & Go - Ready-Made Interactive Activities for Busy Teachers","t","Saslow, Joan M.; Ascher, Allen; Long, Wendy Pratt","","","","","","428.2","Sa252","428.2 Sa252t","x"
"9780131585041","Top Notch 2 Workbook 2","w","Saslow, Joan M.","","","","","","428.2","Sa252","428.2 Sa252w","x"
"9780521685030","Colombo Touchstone 2 Student's Book/Workbook with Audio CD/CD-ROM","c","McCarthy, Michael; McCarten, Jeanne; Sandiford, Helen","","","","","","428.2","M478","428.2 M478c","x"
"9780838419991","Composition Practice Book 3: A Text for English Language Learners, 3rd Edition","c","Blanton, Linda Lonon","","","","","","808.0","B643","808.0 B643c","x"
"9780071285100","Excellent English 2 Student Book","e","Broukal","","","","","","428.2","B875","428.2 B875e","x"
"9780071285117","Excellent English Workbook 2","e","Broukal","","","","","","428.2","B875","428.2 B875e","x"
"9781471517846","iDiscover 3 - Teacher's Book","i","Evans, Jenny Dooley Virginia","","","","","","428.2","Ev92","428.2 Ev92i","x"
"9781471517921","iDiscover 4 - Teacher's Book","i","Evans, Jenny Dooley Virginia","","","","","","428.2","Ev92","428.2 Ev92i","x"
"9781471518003","iDiscover 5 - Teacher's Book","i","Evans, Jenny Dooley Virginia","","","","","","428.2","Ev92","428.2 Ev92i","x"
"9781471518089","iDiscover 6 - Teacher's Book","i","Evans, Jenny Dooley Virginia","","","","","","428.2","Ev92","428.2 Ev92i","x"
"9781471518164","iDiscover 7 - Teacher's Book","i","Evans, Jenny Dooley Virginia","","","","","","428.2","Ev92","428.2 Ev92i","x"
"9781471518249","iDiscover 8 - Teacher's Book","i","Evans, Jenny Dooley Virginia","","","","","","428.2","Ev92","428.2 Ev92i","x"
"9781471518324","iDiscover 9 - Teacher's Book","i","Evans, Jenny Dooley Virginia","","","","","","428.2","Ev92","428.2 Ev92i","x"
"9780838445303","In Detail 1: English for Global Communication","i","Diaz, Isobel Rainey de","","","","","","428.0","D542","428.0 D542i","x"
"9781424061204","Ng Intl Time Zones 2 Teachers Edition","n","Frazier, Catherine","","","","","","428.2","F848","428.2 F848n","x"
"9781133611677","Our World 1: American English","o","Shin, Joan Kang; Crandall, JoAnn","","","","","","428.2","Sh556","428.2 Sh556o","x"
"9781133945093","Our World 2: Workbook with Audio CD","o","Florent, Jill","","","","","","428.2","F633","428.2 F633o","x"
"9781285456218","Our World 4-6: Assessment Book with Audio CD","o","Crandall, Jodi ; Shin","","","","","","428.2","C891","428.2 C891o","x"
"9781905248001","QSE Quick Smart English Advanced Pack","q","Forget, Maurice","","","","","","428.2","F721","428.2 F721q","x"
"9780521666114","Touchstone Level 1, Student's Book (Book & CD)","t","McCarthy, Michael J.; McCarten, Jeanne; Sandiford, Helen","","","","","","428.2","M478","428.2 M478t","x"
"9780521757409","Touchstone Level 2 Full Contact (with NTSC DVD)","t","McCarthy, Michael J.; McCarten, Jeanne; Sandiford, Helen","","","","","","428.2","M478","428.2 M478t","x"
"9780521665995","Touchstone Level 3 Student's Book with Audio CD/CD-ROM","t","McCarthy, Michael J.; McCarten, Jeanne; Sandiford, Helen","","","","","","428.2","M478","428.2 M478t","x"
"9780521666107","Touchstone Workbook, Level 1","t","McCarthy, Michael J.; McCarten, Jeanne; Sandiford, Helen","","","","","","428.2","M478","428.2 M478t",""
"9780357503737","World Link 1: Combo Split A with My World Link Online Practice and Student's eBook","w","Author, Unknown","","","","","","428.2","Au939","428.2 Au939w","x"
"9780357502181","World Link 2 with the Spark platform (World Link, Fourth Edition: Developing English Fluency)","w","Douglas, Nancy; Hughes, John; Morgan, James R.","","","","","","428.2","D735","428.2 D735w","x"
"9780357502228","World Link 3 with the Spark platform (World Link, Fourth Edition: Developing English Fluency)","w","Douglas, Nancy; Morgan, James R.","","","","","","428.2","D735","428.2 D735w","x"
"9780357502266","World Link 4 with My World Link Online Practice and Student's eBook (World Link, Fourth Edition: Developing English Fluency)","w","Morgan, James R","","","","","","428.2","M848","428.2 M848w","x"
"9780357503645","World Link Intro: Combo Split B with My World Link Online Practice and Student's eBook","w","Douglas, Nancy","","","","","","428.2","D735","428.2 D735w","x"
"9786074487930","ATENCIÓN PLENA Y FORTALEZAS DE CARÁCTER. UNA GUÍA PRÁCTICA PARA EL FLORECER","a","Niemiec","","","","","","158.1","N672","158.1 N672a","x"
"9780761938279","Differentiated Instructional Strategies for Writing in the Content Areas","d","Chapman, Carolyn; King, Rita","","","","","","372.6","C466","372.6 C466d","x"
"9780312459888","From Critical Thinking to Argument: A Portable Guide","f","Barnet, Sylvan; Badau, Hugo","","","","","","428.0","B261","428.0 B261f","x"
"9781138859821","Handbook of Research in Second Language Teaching and Learning: Volume III (ESL & Applied Linguistics Professional Series)","h","Hinkel, Eli","","","","","","418.0","H663","418.0 H663h","x"
"9780521540285","In our Own Words Student Book: Student Writers at Work (Cambridge Academic Writing Collection)","i","Mlynarczyk, Rebecca; Haber, Steven B.","","","","","","808.0","M685","808.0 M685i","x"
"9789587161472","Literatura, practicas criticas y transformacion cultural. Tomo I","l","Various","","","","","","860.9","V312","860.9 V312l","x"
"9788497843119","Métodos de recolección y análisis de datos","m","Denzin, Norman K.; Lincoln, Yvonna S.","","","","","","001.4","D417","001.4 D417m","x"
"9781447900627","OUR DISCOVERY ISLAND LEVEL 2013 STUDENT EDITION (CONSUMABLE) WITH CD-ROM LEVEL 2","o","Hall, Prentice","","","","","","428.2","H178","428.2 H178o","x"
"9781107926172","Perspectives on Action Research","p","Burns, Anne","","","","","","428.0","B967","428.0 B967p","x"
"9781942223504","Perspectives on Teaching University-Level English in Colombia (ELT in Context Series)","p","Corrales, Kathleen A.; Arizia, Erica Ferrer; Paba, Lourdes Rey; Curtis, Andy","","","","","","428.2","C823","428.2 C823p","x"
"9781887923033","Summer Bridge Activities : Kindergarten to 1st Grade","s","Hobbs, Julia Ann; Fisher, Carla Dawn","","","","","","372.2","H682","372.2 H682s","x"
"9780761938958","The Action Research Guidebook: A Four-Step Process for Educators and School Teams","t","Sagor, Richard D.","","","","","","370.7","Sa129","370.7 Sa129t","<"
"9782221012116","The Bible, The Qur'an and Science","t","Bucaille, Maurice; Pannell, Alastair D.","","","","","","220.6","B918","220.6 B918t",""
"9780471273462","Workbook to accompany Repase y escriba: Curso avanzado de gramatica y composicin","w","Allen, Thomas G.; Nicholas, Robert L.; Dominicis, Maria Canteli","","","","","","468.0","Al431","468.0 Al431w",""
"9780472034758","Academic Writing for Graduate Students: Essential Tasks and Skills","a","Swales, John M.; Feak, Christine B.","","","","","","001.4","Sw971","001.4 Sw971a","x"
"9780618505746","Basic Spanish for Business and Finance","b","Jarvis, Ana C.; Lebredo, Raquel","","","","","","468.3","J38","468.3 J38b","x"
"9780521165198","Cambridge Academic English B1+ Intermediate Student's Book: An Integrated Skills Course for EAP","c","Thaine, Craig; McCarthy, Michael","","","","","","808.0","T364","808.0 T364c","x"
"9780521165204","Cambridge Academic English B2 Upper Intermediate Student's Book: An Integrated Skills Course for EAP","c","Hewings, Martin; McCarthy, Michael","","","","","","372.6","H599","372.6 H599c","x"
"9780521165211","Cambridge Academic English C1 Advanced Student's Book: An Integrated Skills Course for EAP","c","Hewings, Martin; Thaine, Craig; McCarthy, Michael","","","","","","808.0","H599","808.0 H599c","x"
"9781316601198","Cambridge English Empower Starter Combo B with Online Assessment","c","Doff, Adrian; Thaine, Craig; Puchta, Herbert; Stranks, Jeff; Lewis-Jones, Peter","","","","","","428.0","D653","428.0 D653c","x"
"9788425421396","CREENCIAS Y LA EDUCACION, LAS","c","Quintana, José María","","","","","","370.1","Q7","370.1 Q7c","x"
"9780194570930","Effective Telephoning (Oxford Business English Skills)","e","Comfort, Jeremy; Associates, York","","","","","","651.7","C732","651.7 C732e","x"
"9780521739894","English Unlimited Intermediate Coursebook with e-Portfolio","e","Rea, David; Clementson, Theresa; Tilbury, Alex; Hendra, Leslie Anne","","","","","","428.2","R281","428.2 R281e","x"
"9780201383027","Focus on Grammar, Second Edition (Split Student Book Vol. A, High Intermediate Level)","f","Fuchs, Marjorie; Bonner, Margaret","","","","","","428.2","F951","428.2 F951f","x"
"9780838402771","Grammar Dimensions 3, Platinum Edition: Form, Meaning, and Use","g","Thewlis, Stephen H.","","","","","","428.2","T419","428.2 T419g","x"
"9780071264440","Hemispheres 2 Student Book With CD","h","Renn","","","","","","428.2","R414","428.2 R414h","x"
"9780679745587","In Cold Blood","i","Capote, Truman","","","","","","364.1","C246","364.1 C246i","x"
"9789589023693","La Filosofia en America Latina: Historia de las ideas (Spanish Edition)","l","Argote, German Marquinez","","","","","","109.8","Ar693","109.8 Ar693l","x"
"9789588988559","Leer para escribir. Leer para informar, leer para argumentar y leer para resolver en la universidad","l","Various","","","","","","378.1","V312","378.1 V312l","revisar"
"9780230469846","masterMind 2nd Edition AE Level 2 Student's Book Pack","m","al, Rogers et; Taylore-Knowles, Steve; Zemach, Dorothy E.","","","","","","428.2","Al316","428.2 Al316m","x"
"9781408299135","MYGRAMMARLAB ELEMENTARY WITH KEY AND MYLAB PACK","m","Hall, Diane","","","","","","428.2","H175","428.2 H175m","x"
"9781408299166","MYGRAMMARLAB INTERMEDIATE WITHOUT KEY AND MYLAB PACK","m","Hall, Diane; Hall, Diane","","","","","","428.2","H175","428.2 H175m","x"
"9781133611653","Our World Student Book 3","o","Shin, Joan Kang; Crandall, JoAnn","","","","","","428.2","Sh556","428.2 Sh556o","x"
"9780205569557","Teaching Emerging Scientists: Fostering Scientific Inquiry with Diverse Learners in Grades K-2","t","Fraser-Abder, Pamela","","","","","","372.3","F842","372.3 F842t","x"
"9780590306980","The Scholastic Dictionary of Spelling","t","Terban, Marvin","","","","","","428.1","T315","428.1 T315t","x"
"9781572303294","The Spelling Connection: Integrating Reading, Writing, and Spelling Instruction","t","Cramer, Ronald L.","","","","","","372.6","C889","372.6 C889t","x"
"9781107614000","Unlock Level 2 Reading and Writing Skills Student's Book and Online Workbook","u","O'Neill, Richard","","","","","","428.3","O'999","428.3 O'999u","x"
"9781413005103","Well Said Intro: Pronunciation for Clear Communication","w","Grant, Linda","","","","","","428.3","G762","428.3 G762w","x"
"9780669482256","Write on Track: Skillsbook: Level 3: Teacher's Edition","w","Kemper, Dave","","","","","","372.6","K32","372.6 K32w","x"
"9789708170000","Algebra (Spanish Edition)","a","Baldor","","","","","","512.0","B178","512.0 B178a","x"
"9780231107921","Columbia Companion to British History","c","Wenborn, Neil","","","","","","941.0","W467
","941.0 W467
c","x"
"9789702612872","Estadistica (10th Edition) (Spanish Edition)","e","Triola, Mario F.","","","","","","519.5","T834
","519.5 T834
e","x"
"9781604400304","Interactive Mathematics Program, Year 2","i","Fendel, Daniel M.; Resek, Diane; Alper, Lynne; Fraser, Sherry","","","","","","510.7","F331
","510.7 F331
i","x"
"9789687270975","Matematicas Para Administracion y Economia (Spanish Edition)","m","Haeussler, Paul","","","","","","519.8","H137
","519.8 H137
m","x"
"9789684220430","Matematicas Universitarias (Spanish Edition)","m","Allendoerfer","","","","","","510.0","Al432
","510.0 Al432
m","x"
"9789687529561","Metodos Cuantitativos Para La Administracion","m","Anderson, David R.; Sweeney, Dennis J.; Williams, Thomas A.","","","","","","658.4","An546
","658.4 An546
m","x"
"9780618314355","Precalculus","p","Larson, Ron","","","","","","512.1","L334
","512.1 L334
p","x"
"9780137157808","Prentice Hall Advanced Mathematics: A Precalculus Approach","p","Ryan, U.","","","","","","512.1","R989","512.1 R989p","x"
"9780716733706","The Practice of Statistics AP: TI-83 Graphing Calculator Enhanced","t","Yates, Daniel S.; Moore, David S.; McCabe, George P.","","","","","","519.5","Y31","519.5 Y31t","x"
"9781559532938","Year 3: Student Text (Interactive Mathematics Program)","y","Fendel, Daniel M.; Resek, Diane; Alper, Lynne; Fraser, Sherry","","","","","","510.7","F331
","510.7 F331
y","x"
"9781856480055","Complete Works","c","Craig, William Shakespeare; edited w/ a Glossary By W. J.","","","","","","822.3","C886
","822.3 C886
c","x"
"9789706868350","Estadistica elemental / Just the Essentials of Elementary Statistics: Lo esencial / The Essentials (Spanish Edition)","e","Johnson, Robert R.; Kuby, Patricia; Muñoz, Jorge Humberto Romo","","","","","","519.5","J68
","519.5 J68
e","x"
"9789706867940","Introduccion A La Probabilidad Y Estadistica/ Intruduction To Probability And Statistics (Spanish Edition)","i","Mendenhall, William","","","","","","519.5","M537
","519.5 M537
i","x"
"9781429216227","Introduction to the Practice of Statistics","i","Moore, David S.; McCabe, George P.; Craig, Bruce A.","","","","","","519.5","M821
","519.5 M821
i","x"
"9780312474881","The Bedford Introduction to Drama","t","Jacobus, Lee A.","","","","","","808.8","J17","808.8 J17t","x"
"9780618170470","The Language of Literature: American Literature","t","Littel, McDougal","","","","","","810.8","L777","810.8 L777t","x"
"9780534921545","Understanding statistics (The Duxbury series in statistics and decision sciences)","u","Ott, R. Lyman; Mendenhall, William","","","","","","519.5","Ot89
","519.5 Ot89
u","x"
"9788431677589","A Christmas Carol","a","Dickens, Charles; Foreman, Peter","","","","","","523.0","D548","523.0 D548a","x"
"9781405836173","An Introduction to Foreign Language Learning and Teaching","a","Johnson, Keith","","","","","","418.0","J67
","418.0 J67
a","x"
"9780618376797","Ancient World History: Patterns of Interaction: Student Edition (C) 2005 2005","a","Littel, McDougal; Black, Linda; Krieger, Larry S.","","","","","","930.0","L777
","930.0 L777
a","x"
"9780137147397","Assisting With Early Literacy Instruction: A Manual for Paraprofessionals","a","Ashbaker, Betty Y.; Morgan, Jill","","","","","","372.4","As819
","372.4 As819
a","x"
"9780325000138","La ense?anza de la lectura y la escritura en espa?ol en el aula bilingue","l","Freeman, Yvonne S.","","","","","","372.4","F855
","372.4 F855
l","x"
"9780547491141","Modern World History: Patterns of Interaction","m","Beck, Roger B.; McDougal, Holt","","","","","","909.8","B393","909.8 B393m","x"
"9780130547873","Prentice Hall Literature: Timeless Voices, Timeless Themes: Bronze Level","p","Kinsella, Kate","","","","","","808.8","K56","808.8 K56p","x"
"9781401323257","The Last Lecture","t","Pausch, Randy; Zaslow, Jeffrey","","","","","","158.1","P334
","158.1 P334
t","x"
"9780192827289","The Oxford Illustrated History of English Literature","t","Rogers, Pat","","","","","","820.9","R728
","820.9 R728
t","x"
"9780801491177","The Visionary Company: A Reading of English Romantic Poetry","t","Bloom, Harold","","","","","","821.0","B655","821.0 B655t","x"
"9780316057905","Blink: The Power of Thinking Without Thinking","b","Gladwell, Malcolm","","","","","","153.4","G543
","153.4 G543
b","x"
"9780871205049","Classroom Instruction That Works: Research-Based Strategies for Increasing Student Achievement","c","Marzano, Robert J.; Pickering, Debra J.; Pollock, Jane E.","","","","","","371.3","M393
","371.3 M393
c","x"
"9781416609407","Curriculum 21: Essential Education for a Changing World (Professional Development)","c","Jacobs, Heidi Hayes","","","","","","375.0","J17
","375.0 J17
c","x"
"9780078251405","Glencoe Literature: The Reader's Choice, Course 5, Teacher Wraparound Edition","g","Chin, Beverly Ann","","","","","","808.8","C539","808.8 C539g","x"
"9781451665482","Make Your Brain Smarter : Increase Your Brain's Creativity, Energy, and Focus","m","Chapman, Sandra Bond; Kirkland, Shelly","","","","","","612.8","C466","612.8 C466m","x"
"9780345472328","Mindset: The New Psychology of Success","m","Dweck, Carol S.","","","","","","158.1","D989
","158.1 D989
m","x"
"9781416614838","Neurodiversity in the Classroom: Strength-Based Strategies to Help Students with Special Needs Succeed in School and Life","n","Armstrong, Thomas","","","","","","371.9","Ar738
","371.9 Ar738
n","x"
"9780130547880","Prentice Hall Literature Timeless Voices Timeless Theme: Silver Edition","p","Institute, Oriental","","","","","","808.8","In59","808.8 In59p","x"
"9780070122970","Read, Reason, Write","r","Seyler, Dorothy U.","","","","","","808.0","Se519
","808.0 Se519
r","x"
"9780330297530","Slaves of New York (Picador Books)","s","Janowitz, Tama","","","","","","813.5","J34","813.5 J34s","x"
"9780135005590","The Essentials of Teaching Children to Read: The Teacher Makes the Difference (2nd Edition)","t","Reutzel, D. Ray; Jr., Robert B. Cooter","","","","","","372.4","R447","372.4 R447t","x"
"9781416620488","The Motivated Brain: Improving Student Attention, Engagement, and Perseverance","t","Gregory, Gayle; Kaufeldt, Martha","","","","","","370.1","G822","370.1 G822t","x"
"9780787910297","The Shaping of American Higher Education: Emergence and Growth of the Contemporary System (Jossey Bass Higher & Adult Education Series)","t","Cohen, Arthur M.","","","","","","378.7","C678","378.7 C678t","x"
"9780140094350","The Story of English: Companion to the PBS TV Series","t","McCrum, Robert","","","","","","420.9","M478
","420.9 M478
t","x"
"9780684806105","World Poets","w","Porlter, Anne","","","","","","809.1","P836","809.1 P836w","x"
"9780684805924","World Poets","w","Slein, mning Geniade","","","","","","809.1","Sl632
","809.1 Sl632
w","x"
"9780684806099","World Poets Volume 2 [Import] [Hardcover]","w","Padgett, Ron","","","","","","809.1","P123
","809.1 P123
w","x"
"9780316941136","A Starlit Somersault Downhill","a","Willard, Nancy","","","","","","813.5","W694
","813.5 W694
a","x"
"9780606041584","Annie and the Wild Animals","a","Brett, Jan","","","","","","813.5","B845
","813.5 B845
a","x"
"9780545100489","Beetle Bop","b","Fleming, Denise","","","","","","813.5","F597
","813.5 F597
b","x"
"9780792259282","Celebrate Thanksgiving: With Turkey, Family, and Counting Blessings (Holidays Around the World)","c","Heiligman, Deborah","","","","","","394.2","H466","394.2 H466c","x"
"9780778701149","Communication Then and Now (From Olden Days to Modern Ways in Your Community)","c","Kalman, Bobbie","","","","","","303.4","K14","303.4 K14c","x"
"9780027058574","Crinkleroot's Guide to Knowing the Birds","c","Arnosky, Jim","","","","","","598.0","Ar763
","598.0 Ar763
c","x"
"9788495040985","Donde esta la reina? (Spanish Edition)","d","Comella, Ma Angels","","","","","","863.6","C732
","863.6 C732
d","x"
"9780766026193","El Dia de Colon-Celebramos A Un Explorado Famoso/Columbus Day-Celebrating A Famous Explorer: Celebramos a un explorador famoso (Dias Festivos / Finding Out About Holidays (Spanish)) (Spanish Edition)","e","Landau, Elaine","","","","","","394.2","L253
","394.2 L253
e","x"
"9781562944902","Every Day Is Earth Day: A Craft Book (Holiday Crafts for Kids)","e","Ross, Kathy","","","","","","745.5","R824","745.5 R824e","x"
"9781584155980","Extreme Snowboarding with Lindsey Jacobellis (A Robbie Reader) (Extreme Sports) (A Robbie Readers Extreme Sports)","e","O'Neal, Claire","","","","","","796.9","O'999
","796.9 O'999
e","x"
"9780516237305","Extreme Sports: A Chapter Book (True Tales)","e","Gikow, Louise","","","","","","796.0","G462","796.0 G462e","x"
"9780756606183","Eye Wonder: Plant","e","Publishing, D.K.","","","","","","580.0","P976","580.0 P976e","x"
"9780916119898","Five Little Monsters","f","Williams, Rozanne Lanczak","","","","","","813.5","W726","813.5 W726f","x"
"9780021849871","Fun Run (Leveled Books)","f","Patrick, Rachel","","","","","","813.5","P314","813.5 P314f","x"
"9780899194844","Ghost's Hour, Spook's Hour","g","Bunting, Eve; Carrick, Donald","","","","","","813.5","B942","813.5 B942g","x"
"9780325003108","Guiding Readers and Writers (Grades 3-6): Teaching, Comprehension, Genre, and Content Literacy","g","Fountas, Irene C.; Pinnell, Gay Su","","","","","","372.4","F771
","372.4 F771
g","x"
"9780606053266","Halloween Monster","h","Stock, Catherine","","","","","","813.5","St864
","813.5 St864
h","x"
"9781576908396","I Can Pick Apples","i","Resources, Teacher Created","","","","","","634.1","R434","634.1 R434i","x"
"9780021822577","Jake and Jill (Spotlight books)","j","Nayer, Judy","","","","","","813.5","N331
","813.5 N331
j","x"
"9780021821198","Jake The Snake (Spotlight Books - Phonics Books - Grade 1 - Level 3)","j","Menschell, Mindy","","","","","","813.5","M548
","813.5 M548
j","x"
"9780021850174","Kite's Island Trip","k","Meadows, Lily","","","","","","813.5","M482","813.5 M482k","x"
"9781560657705","Leaves (Pebble Books)","l","Saunders-Smith, Gail","","","","","","581.4","Sa257","581.4 Sa257l","x"
"9780440411123","Liar, Liar, Pants on Fire!","l","Cohen, Miriam","","","","","","813.5","C678","813.5 C678l","x"
"9780916119508","Little Green Frog (Fun and Fantasy Learn to Read)","l","Williams, Rozanne Lanczak","","","","","","813.5","W726
","813.5 W726
l","x"
"9780021849949","Little Tree Grows Up (Leveled Books)","l","Levy, Julia","","","","","","813.5","L668
","813.5 L668
l","x"
"9780822585985","Living in Suburban Communities (First Step Nonfiction: Communities)","l","Sterling, Kristin","","","","","","307.7","St838
","307.7 St838
l","x"
"9780807552346","Mommy Far, Mommy Near: An Adoption Story","m","Peacock, Carol Antoinette; Brownell, Shawn Costello","","","","","","813.5","P356","813.5 P356m","x"
"9780922613625","My Jewish A.B.C.","k","Publishing, Hachai; Zelcer, Draizy","","","","","","296.0","P976
","296.0 P976
k","x"
"9789583032400","No te gustaria ser un ladron de cuerpos/ You Would not Want to Be a Body Snatcher (No te gustaria ser/ Would you Like to be) (Spanish Edition)","n","Mcdonald, Fional","","","","","","941.0","M478","941.0 M478n","x"
"9780155060333","Out of the Ordinary (Steps to Academic Reading 2)","o","Zukowski-Faust, Jean","","","","","","428.4","Z94
","428.4 Z94
o","x"
"9788424132873","Pequeño cerdito, más problemas","p","Tharlet, Eve; Eladio, Martínez Bernaldo de Quirós","","","","","","863.6","T367
","863.6 T367
p","x"
"9780606028639","Rain Talk","r","Serfozo, Mary","","","","","","813.5","Se483","813.5 Se483r","x"
"9780679946403","Samantha the Snob (Step-Into-Reading, Step 3)","s","Cristaldi, Kathryn","","","","","","813.5","C933
","813.5 C933
s","x"
"9781574710038","Scaredy Cat Runs Away (Learn to Read, Math)","s","Williams, Rozanne Lanczak; Moore, Cyd","","","","","","813.5","W726
","813.5 W726
s","x"
"9780385493239","Schools That Learn: A Fifth Discipline Fieldbook for Educators, Parents and Everyone Who Cares About Education","s","Senge, Peter M.; Cambron-Mccabe, Nelda; Lucas, Timothy; Smith, Bryan; Dutton, Janis","","","","","","371.0","Se476","371.0 Se476s","x"
"9781560657729","Stems (Pebble Books)","s","Saunders-Smith, Gail","","","","","","581.4","Sa257","581.4 Sa257s","x"
"9781879045460","The 11th Commandment: Wisdom from Our Children","t","Publishing, Jewish Lights","","","","","","296.0","P976
","296.0 P976
t","x"
"9780916119911","The Bugs Go Marching Learn to Read, Math","t","Williams, Rozanne Lanczak; Harris, Jennifer Beck","","","","","","813.5","W726","813.5 W726t","x"
"9781442994638","The Change Handbook: The Definitive Resource on Today's Best Methods for Engaging Whole Systems","t","Holman, Peggy","","","","","","658.4","H747","658.4 H747t","x"
"9780606033770","The Day Jimmy's Boa Ate the Wash","t","Noble, Trinka Hakes","","","","","","813.5","N752","813.5 N752t","x"
"9780021849932","The Good Life (Leveled Books)","t","Williams, April; Martinot, Claude","","","","","","813.5","W721
","813.5 W721
t","x"
"9780545034647","The Magic School Bus and the Shark Adventure (Scholastic Reader)","t","Smith, Elizabeth; Bracken, Carolyn","","","","","","597.3","Sm646","597.3 Sm646t","x"
"9780439565448","The Runaway Pumpkin","t","Lewis, Kevin; Schindler, S.D.","","","","","","813.5","L674","813.5 L674t","x"
"9780021822638","The treasure (Spotlight books)","t","Pierre, Stephanie St.","","","","","","813.5","P622
","813.5 P622
t","x"
"9781575650241","Tiny Tiger: Long Vowel I (Let's Read Together)","t","deRubertis, Barbara; Cockrille, Eva Vaugreuti","","","","","","813.5","D438
","813.5 D438
t","x"
"939791927","Action Research (Case Studies in Tesol Practice Series)","a","Edge, Julian","428.0","","","","","428.0","Ed23
","428.0 Ed23
a","x"
"791009335","Ahab (Major Literary Characters)","a","Bloom, Harold","813.3","","","","","813.3","B655","813.3 B655a","x"
"9781624250309","American Themes : An Anthology of Young Adult Literature","a","U.S. Department of State","810.8","","","","","810.8","U.999
","810.8 U.999
a","x"
"791009505","Antonia (Major Literary Characters S.)","a","Bloom, Harold","813.5","","","","","813.5","B655","813.5 B655a","x"
"842064630X","Arenas Movedizas LA Hija De Rappaccini (Spanish Edition)","a","Paz, Octavio","861.6","","","","","861.6","P348
","861.6 P348
a","x"
"791009564","Clarissa Dalloway (Major Literary Characters)","c","Bloom, Harold","823.9","","","","","823.9","B655","823.9 B655c","x"
"791009157","Cleopatra (Major Literary Characters S.)","c","Bloom, Harold","880.9","","","","","880.9","B655","880.9 B655c","x"
"1231294","Educación y Educadores Vol. 17 No.3 (2014)","e","Universidad La Sabana","370.5","","","","","370.5","","370.5 e","x"
"9789588357218","El aprendizaje activo y la formación universitaria","e","Hipólito, José; Zamora González","378.1","","","","","378.1","Un58","378.1 Un58e","x"
"9789587233322","EL ORIGEN DE LAS DESIGUALDADES ENTRE LOS HOMBRES","e","ROUSSEAU, JUAN JACOBO","320.0","","","","","320.0","H667
","320.0 H667
e","x"
"9786287579712","El reloj del juicio final 1. Matusalén","e","Di Maria, Juliana","863.6","","","","","863.6","R864
","863.6 R864
e","x"
"9780153117305","English Composition and Grammar","e","Warriner, John E. ","","","","","","428.2","D536","428.2 D536e","x"
"9780070104150","English Literature: A Chronological Approach","e","Carlsen, G. Robert ","","","","","","820.9","W295
","820.9 W295
e","x"
"8432992143","Filosofías de educación (Spanish Edition)","f","Fullat, Octavio  Genis","370.1","","","","","370.1","C284","370.1 C284f","x"
"043933165X","Graphic Organizers And Activities For Differentiated Instruction In Reading","g","Witherell, Nancy L; McMackin, Mary C","372.4","","","","","372.4","F965","372.4 F965g","x"
"791009409","Huck Finn","h","Bloom, Harold","813.4","","","","","813.4","W822
","813.4 W822
h","x"
"8429151508","Introducción a la lógica matemática (Spanish Edition)","i","P. Suppes; S. Hill","511.3","","","","","511.3","B655","511.3 B655i","x"
"673361160","Just Pretend. Grades Prek and Up: Creating Dramatic Play Centers With Young Children","j","Nyberg, Judy","372.1","","","","","372.1","P99","372.1 P99j","x"
"877546932","Kate Chopin (Bloom's Modern Critical Views)","k","Bloom, Harold","813.4","","","","","813.4","N993
","813.4 N993
k","x"
"877547173","John Updike (Bloom's Modern Critical Views)","j","Bloom, Harold","813.5","","","","","813.5","B655","813.5 B655j","x"
"9789585453265","La Resiliencia Vicaria en las relaciones de ayuda","l","HERNANDEZ, PILAR WOLFE Y ACEVEDO, VICTORIA EUGENIA VELASCO","155.2","","","","","155.2","B655","155.2 B655l","x"
"9586113033","Lenguas amerindias : condiciones sociolingüísticas en Colombia","P","Pachón, Ximena; François Correa.","498.0","","","","","498.0","H557
","498.0 H557
P","x"
"8439872097","Lenguas peninsulares y proyección hispánica","l","Alvar, Manuel","460.9","","","","","460.9","P116","460.9 P116l","x"
"394483138","Learning for Tomorrow: The Role of the Future in Education","l","Toffler, Alvin","370.1","","","","","370.1","","370.1 l","x"
"9682308321","Los imperios del antiguo Oriente III: la primera mitad del primer milenio","l","Cassin, Elena; Bottéro, Jean; Vercoutter, Jean","935.0","","","","","935.0","T644","935.0 T644l","x"
